,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,workout_type,elev_high,elev_low,average_watts,kilojoules,device_watts
112,2,Afternoon Run,8473.7,2546,2871,49.9,Run,Run,5409026483,2021-06-03T19:48:28Z,2021-06-03T14:48:28Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,16,0,4,0,False,False,False,False,everyone,False,g7318269,"[44.744453, -93.129233]","[44.744448, -93.12971]",3.328,6.4,True,178.9,199.0,False,True,5759530679.0,5759530679,C6F4E56F-8696-47A1-97FE-FF251949304E.fit,False,0,0,False,108.0,50715143,1,a5409026483,ycbpGvhlwPAg@Ik@GOOS[K_BA_ABc@?QDQNMRCLAXB^N\LNHDXBh@Cl@Jf@Cp@AJCHGPQJQF]?]Ge@KQOIi@Em@DwA@i@CMDGBMPK\C\D`@FNNRTLRDPBp@I`@@lACJM@gACk@GG]GEE@CDCV?DDa@?GBT@NCGBMBSA`@AiBBBGXAt@@FBV@CBMBMAEEXA@@IDM@g@?EA@IFC^?V@MF?ADG`@@_ADY?GELEf@@ZBWJe@A~AdDf@TR@BI@M?iD?mBEw@@IBCb@DX?h@Gd@?VEl@SzBaA`Ag@n@a@f@Sj@]b@Qp@QrBo@j@Gf@KP?fADf@Gj@?FGJg@M{A@yAGeACeADcCC_ADwACgBFu@@w@CcB@gCIqDDaDAuCIeCG_A@yAHaBC_B@_AEgBByD?{CBgBOgD@_@e@Bq@Cw@OQI[U]Ka@W_A]WS_@S_A{@U]q@qAu@oAg@mAMa@UaAa@qCCe@CaAFoBTgCJo@LyAJw@`@oEBcA@aBCy@c@aDg@qBO_ACi@@]Vs@@UGOs@g@w@}@y@kBq@cCYoCUwAGSa@o@q@a@UGA?WlA}@xBuAlBs@r@s@d@gA\{@^e@Zk@TsAr@aAp@i@PuAj@WPm@Xg@Za@Xs@t@_@n@g@zAGZYpBMrBJlC^rBLrARrADt@HrICjCBhAC`A@r@GlCBvBNlBJ~@\dB|@fEHj@XjE?r@Ev@[`Ck@hDYfAk@lDKb@StA?RBDF?z@Gb@?bAVXP`@`@LHbAZlCvAfAb@p@b@b@RVNh@RDBBFLhA@`@CZU`AMx@AzD@j@Nt@\l@\^l@\FH\xANZBLChC@xCFNNTd@ZLVG|BIh@SbEGZO`@?FBDRDJ@JCRId@[PCb@Jf@HJFDRErA@vAC`A@|AAPENI?KC,2,0.0,297.8,283.2,,,
113,2,Afternoon Run,9283.8,2409,3266,53.8,Run,Run,5404275442,2021-06-02T19:57:37Z,2021-06-02T14:57:37Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,14,0,3,0,False,False,False,False,everyone,False,g7318269,"[44.744721, -93.129604]","[44.744577, -93.129897]",3.854,4.9,True,178.2,190.0,False,True,5754550397.0,5754550397,6CC44B57-624F-4382-8E37-47839477F6B4.fit,False,0,0,False,103.0,50715143,1,a5404275442,oebpG`klwPd@kCGa@MOKI_@Em@BaA?a@Fa@ASBKFMNENCZ@PBVNVNLVHH?jAA~@If@?REROJW@g@CYCKOQSKMCaA?a@DeBHSHMRGf@@\DNLNJHPFL@xCGVLjBjA?`@KpA@lCCh@AlAR|@D|@p@xBh@pARp@Zr@b@lB`AtBZ`@d@d@ZNXFfABh@Cf@@f@Cn@Bx@C`@D^At@DbBFRFJHhAnAv@l@NJh@FFFBFAh@FXh@pB`@nAh@zBdAxDr@xCf@`Bt@bD\z@vAbG`@jAnBvHb@tAf@|BX`AFd@X~@`@dBb@vAl@lCd@vALh@dApDhAxE\`AHt@d@jBZ|@lAdEFTDb@@pAD\FVRh@Pr@P^Fd@EbA@hAChB@dIGvEGFsAPeADo@RWRe@j@i@bAIJuA`AwAbBw@t@KHI@G?ME]WY_@S_@MM[Sa@KiAHa@JqATQJa@d@i@d@MDK?IAGI[i@KEUAw@BkALs@Ay@GOEEIIm@GOc@Go@EqAYk@@UFMLa@rBUb@iBrCS^}@bAQHG?WGu@_@e@a@K@WVu@d@QRCNAn@EVELk@d@OH_@DgBUs@W]Eo@DmAAiAHa@AqC@MMEcA?iB@}@CkCFmAAeABkA?cABi@AuB@uACoABwBEaABqAAcAJcCCaAE[aAuDYyAWq@Ow@S_C?y@Is@AgAOcACy@Ki@S{AYm@GYOkC@gARuC@oCOyCO{@Ek@?q@B_ACsCD}CGiI@qBKiCHQj@Kn@S^GNO^_B?IEg@Di@v@uAHWHc@Bk@N}@Do@AMSuAAmABo@Ei@Mk@?m@DoB?WVcALkC?iBCcAHoDCgA@{BGk@@Ud@kBR[RK\Gn@@DABG?[CkACcD?QDKDGHCp@Ef@FpA@,2,0.0,299.3,282.8,,,
114,2,Afternoon Ride,34529.2,5018,5427,157.0,Ride,Ride,5396966645,2021-06-01T19:15:32Z,2021-06-01T14:15:32Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,17,0,1,0,False,False,False,False,everyone,False,,"[44.784841, -93.523948]","[44.784981, -93.523984]",6.881,10.9,True,162.8,184.0,False,True,5746961619.0,5746961619,5CD3BF72-C439-426C-BAE2-3573BFFB6E05,False,0,0,False,125.0,50715143,1,a5396966645,g`jpGtkyyPKHLLfAH\l@GlD@l@JZrASlCBvA{BRGjBhD`EbNrBhDXhALdA?pDm@rYD|Ab@pCFrAE`AUrA}@xB_@dBWfNLb@BvIT|LJjBn@hDfB|Ft@vArCjFV`ANtC[bBq@`COdAGtAN`DAr@OtAa@jAYf@}CpD}EfFyAjAU?]W[\Kn@gBrCeArBMAi@aAmHoIc@s@oD}Dy@m@c@s@m@a@cJqKm@w@s@uAaHiI{AaBqBgBiDwE}QoXqCwEs@aBs@eCMu@g@mFEcCA{J_@_E{@iKi@wHqBs\EmA@KHJINc@FS?MM[kAcA{BQQa@?qLpBuCrA_C`Emh@zs@_BxA}EnCmAhAOVSx@K~Bu@nBW?QkAOg@KKIBNnBn@zDCfEHnDGfOTbF?RmAlDIzAJm@Aq@hAwCFu@WiEBwPEgJq@{DKiD[aFQu@QuBw@sFQq@m@cEUaCYuA_EoXYgCqB_Nc@qD{@eF}@}G_D}O{CuMg@yCi@cF]aBs@yFaAmDAmC}@yCMcA]aJHsBcA}LIuCEwFDgPGaH?}CZaId@kD`BcQnA_UJiE@}KLmWt@_Q?iANyDb@oHJ}GKaFkDeb@k@kIsAmMaCiYGO[UaHz@iAZaAf@aBtBi@pAm@tCiC~ReBpLe@nBq@~AsA`BiHnEi@hA_@|CsBW_AHsA^y@b@oDzCqEhFqCxEwF|KmAxAs@d@yAj@eBTkLZ{Gb@c@@GO?HLF`Mo@xHOvAUtAk@jA}@|@gAlEcJdEaHdByBnCqCzBgB~As@hBQ|BLFiB^_Bj@m@bHgEt@_AbAaCXqAfB}Lj@{E|B}O`AiC`@m@|@u@|As@jIkATLLVbAfMhB`RrCt^`@|DlAzOHfDOdIm@tK{@hTAjKMvUObIo@xL{C`^QjDIpF@f`@DbD\xFl@bGChC\`JTpAt@bC?jBFp@|@nDj@`FZnAXlCr@vE|@bE^lAn@pCdDnPdApHdBpKz@jH|El]~E|[v@xIHRFvAh@nCL?n@wAZyC`@kAfB}AhFyC`AaA|h@wt@nBkD~@i@vBk@jBIbHwA`@@lA~Bp@tBp@NFzBV`CjBhY|AdXJtFNnFTpC\pBfAxD~@rB~DxGbEtFlKzOjCfDtAjAjJxKbAbBzJpLsG_{BJgeAAqInALEx@DFTY`FDJPFQHP|BBHFDf@ZpA@rDl@mAHf@ZTx@lAAXOF,2,10.0,273.2,219.6,89.5,449.1,False
115,2,Evening Ride,2672.5,702,752,21.9,Ride,Ride,5391759996,2021-05-31T23:12:38Z,2021-05-31T18:12:38Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,14,1,6,0,False,False,False,False,everyone,False,,"[44.744614, -93.129539]","[44.744735, -93.129265]",3.807,11.4,True,128.4,157.0,False,True,5741535320.0,5741535320,AB8B6ECB-81B8-4F54-AB5E-7251C43A6A98,False,0,0,False,3.0,50715143,1,a5391759996,ydbpGrjlwPh@TV?DEGcJAGICoAYa@Dc@\QFKAKCOO?SBSr@eCJyBEaA@cAEK]KSKMKKSIe@CoADmAF_@CiABOBEDCN?r@FDDL@TTtAt@f@NVNb@\p@p@z@j@\`@j@x@n@`@bAz@`@NR@^Mh@?\O`AMJCTSVa@JUBc@Ee@Ue@G_@@QDGHEEDKMWMm@Ig@CUGqB}@w@g@i@C_@HYN}@x@i@TYBQG]UKKAGOgADeAC[GKSE]F]Pi@f@g@~@QAw@DEBEVErCHlCDNFFr@^FLBPCrBK~A_@xCO\CNDDJFXJPCv@]TC`ARJN?FDpHq@V\HP?i@D_@IIOEq@,2,10.0,293.7,282.4,43.1,30.2,False
116,2,Morning Ride,10908.3,2411,2860,4.5,Ride,Ride,5377712125,2021-05-29T14:06:34Z,2021-05-29T09:06:34Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,11,0,3,0,False,False,False,False,everyone,False,,"[44.74443, -93.131697]","[44.744824, -93.129458]",4.524,10.8,True,136.0,190.0,False,True,5726869522.0,5726869522,C16828E3-2649-47EE-8884-11EDB336F9B6,False,0,0,False,22.0,50715143,1,a5377712125,ucbpGbxlwP|@h@Oa@UEGMBuB?sBCYBs@Om@MS?IMd@OH@CwEGCQ@YEYFMNGLNFA?KCEKF?HL?BMD?AHKKIDDLLEBKNJx@FnACBDELUIPBFGAKWEQDBGl@GPWFS@c@C_@I[YU{BS_AAc@NMLM\El@@\Rd@JFj@HjDFRMT]F[@[Ge@Q[_@O_COa@?e@HUVQZGbADZFLPLlCPnAANGT]H[@_@A[K[MQUKgCSaADYTO^IhA@PJVh@RfDH`@EPMR]FY@[C]K[e@[qCM_@B_@NQRQx@@ZFb@b@V|BFfAA^YJUD[Ae@GYIMWQaBMaBBYPMTOdAJp@TLfEJ`@SHMLc@EaAGO[Wa@GcDC[NYx@ATHh@P\^L~CPj@OLMPi@BSAm@Oe@MK_@KmDC]LSd@GR?TBf@BPVXND|DLJEEK_@B?HR@\MXYH[Be@Mu@g@[oDI_@J]f@En@GR@LFXRRDLpED^SP]H_@Aa@Ke@_@a@eBOcB@WLOPMt@C^Fd@f@^dBHtAAVITWJc@@S?WOc@[YQEw@DwAGo@DOJUd@Cj@@TN`@\RdDDh@EXUDQFS@g@Kc@KQ[OcEE[RQd@ATDh@H`@XPxDH^I^UJ]B]Ky@QUUMaEIWJUZI`@AVAXH^\\jEP`@QLWF]E}@K[QS[I_CKm@BQDUTKVIn@AVDVTVnAL|BBVGJIN[FU@SEi@Q]MIqAOoBAOB]ZQf@AVJh@P\PFjEDNETYHg@?UGa@S]MEgEMYLWb@EPB`AR`@NFpEF\QTi@D_@CIMB?NJDDGG{@GMMQQI{DM[HMJORGTEr@Df@JTTNTFpDLNGZWHOHe@?i@EYIWWS}@KmCE[LUb@KpAPp@NFvBLzA?ROPWFSBe@ASKc@YUaEMYLU\Gl@@d@FPXVtEHXQRm@?e@Um@i@WuCEk@FWRGTGh@BTJ`@JLXJlEJ^_@DOCGGGKFQh@SHyD@a@e@Kc@Ae@DOLIDKGIC@MPGTAn@BPHPVVhBN|ADd@]LSFWAw@K[SYwBUgAAa@NOTEPGhAJ\RPd@JhDLLEVWRm@Co@Ka@KMWMsAMyACi@PWh@G~@@JHXVTrALpBDNCXUJOF]B_@E[K[OSaAOyBKYDYRINIb@Ex@F\XTzDPTETMPYH[Ao@Um@QK_COw@?YH]l@Iv@DZFNb@TpDRHE,2,10.0,290.3,285.2,52.2,125.7,False
117,2,Afternoon Run,3288.3,797,1448,0.0,Run,Run,5373899600,2021-05-28T20:04:35Z,2021-05-28T15:04:35Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,8,0,4,0,False,False,False,False,everyone,False,g7318269,"[44.744685, -93.129386]","[44.745652, -93.129465]",4.126,9.1,True,158.1,190.0,False,True,5722892664.0,5722892664,215EB051-05A0-4F93-A1D2-B344592B859A.fit,False,0,0,False,16.0,50715143,1,a5373899600,gebpGtilwPFMX_AC]MYMMQIc@C}B@]DWNSZIf@@TDRDJLJRHPBzB?l@BZDAWo@sCEE@CNBBBQDY?j@Cq@BXBKL`B`AFMA[ISQQUIi@CqAAs@BWFUJKNIX?NHXJPXTb@Nn@Hj@@t@G^MNUJc@@]C]GMGESIOC_D?e@DOFOPGRC^BXFRNTNHNDV?pAEXCNa@He@@m@Ca@CGQGQAs@Ne@OOAYHSPKZA\Lb@PZTP^Rn@L\B`@A^E\OPQL]D_@Ie@EMOQQIWEw@A_AH]PMPENGv@Bt@TBbA?x@B^CVKLOFSFc@Ci@Oc@e@IsBI]A[BWJOLGTATF\DNNVZd@,2,0.0,286.8,285.2,,,
118,2,Afternoon Run,12804.0,3349,3564,66.8,Run,Run,5368786413,2021-05-27T19:56:27Z,2021-05-27T14:56:27Z,(GMT-06:00) America/Chicago,-18000.0,,,,1,16,0,1,0,False,False,False,False,everyone,False,g7318269,"[44.744418, -93.132628]","[44.744622, -93.132403]",3.823,5.7,True,163.7,185.0,False,True,5717558367.0,5717558367,E6ABC019-D2B9-49CA-9FAB-5B7B28B7DC5B,False,1,0,False,77.0,50715143,1,a5368786413,qcbpG|}lwPPXz@`Cp@fC`@lALNLDl@CLDn@|AR\Z\`@N\DvECp@H`ACp@BR?hBLh@PJFrAfBPDJFx@FFR?PHr@b@zAjAzEX~@VrAhA~DP`AZlA^bAp@fCv@`DVdATl@n@lCVz@`@jBt@hCjAbFXx@^~AFNXdAX~@XnApAvEJb@Pf@j@vBXtA^pAXlAXr@r@dDd@rA`@xBHpAHf@Z~@Ll@R^@XIjB?dBCzD@dAFl@@|@Cj@@XAxAGtB@|@D^ErGBlBCrGBlIEtC@fBA~C@jDAvABjIB^A~CKxDB|AErF@l@QtGAbE@j@CdADFAzCDpCApDVjKBl@C~ABjBItDBxBCl@B|EEhEBrA?RINc@@QCiCG_A@o@G_@Ac@BKC_AC_@E_AFq@@sBAwBLa@?u@GgABSBc@AaA?w@Fk@ImACqABQCgBFa@Au@La@Ie@CQB[?eAIkB?e@E[?[EiADa@Cq@D_@A_ABe@A]@s@C{ABcAEe@FMCs@@eAC]Ba@Ae@Bw@CSYEWB[AQL_AGU?QB_@AgABo@EcAB]A[@k@CiAE]?yA?u@JiADmAKqCCO?uAJwBGyCBYEs@Ay@R}DEuC@i@DGEiAD_EA_@@s@C}A@sCGoADoAAyAFqCGqADmGEuC@]EUJkBDiEGqB@uAAu@?yECgBBeBCkBD{IEmCHaDGoEBs@CwDDqCAs@BkACkADyACk@McAcBiIOeAKkACiAIo@?eAm@yFE[Qo@Iq@?aAGuA?uJGiAa@kCFgCA]FwGEgB?u@CaBAuEGeA]gBYy@y@gBo@{@o@kASUIOkAcB[i@wAsBs@y@a@]iAwAqAqAy@kAe@gA]cAUeCCw@DsAEo@?SIy@SyDUkC@iBJqAJq@H[|C}Hh@iB^_C@a@LyAVgBHMr@BLEROx@iAlAi@|@[h@Ib@Oh@KV?j@DLBb@Ph@FdBf@`Bj@`Br@p@h@z@ZVPJNRt@NVNHVFTGt@]XBv@TPPE`C?vGE~@C|A@rCE~@GVO`@Or@MR,2,0.0,305.5,282.8,,,
119,2,Evening Run,256.3,86,86,0.0,Run,Run,5363842645,2021-05-26T23:00:03Z,2021-05-26T18:00:03Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,5,0,1,0,False,False,False,False,everyone,False,g7318269,"[44.744643, -93.129036]","[44.74488, -93.129334]",2.98,3.5,False,,,False,False,5712427115.0,5712427115,60EEB209-DD14-4392-8279-5DD0CE041AF8,False,0,0,False,,50715143,1,a5363842645,_ebpGnglwPk@kAGAI@g@EO@[A_@DKAKBO?IHBhBJN\BJF\BVKz@?FA,2,0.0,286.6,285.2,,,
120,2,Afternoon Run,864.3,250,250,9.4,Run,Run,5363663487,2021-05-26T22:06:24Z,2021-05-26T17:06:24Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,5,0,1,0,False,False,False,False,everyone,False,g7318269,"[44.74462, -93.129562]","[44.744614, -93.12986]",3.457,4.7,True,163.7,172.0,False,True,5712242399.0,5712242399,C55A37F1-62E6-4C6E-8F97-8B929C9C0478,False,0,0,False,6.0,50715143,1,a5363663487,{dbpGxjlwPf@PLAHCBKBoEEw@?y@G_@iAYO?}@^SDMC]WMS]cAKKIGq@Qk@a@SIENEpABd@EfA?~B@RN~@DdAHj@z@jAL@x@Gp@?hCE,2,0.0,295.4,287.1,,,
121,2,Afternoon Run,2660.4,751,1150,10.3,Run,Run,5363663496,2021-05-26T21:17:35Z,2021-05-26T16:17:35Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,6,0,1,0,False,False,False,False,everyone,False,g7318269,"[44.744532, -93.129789]","[44.745383, -93.129097]",3.542,5.7,True,168.9,178.0,False,True,5712242406.0,5712242406,282BCBAE-BB4E-4735-A49D-EA5888D0C4EA,False,0,0,False,21.0,50715143,1,a5363663496,idbpGdllwPj@i@@G?eADu@IcFFAb@F`@@bAA\CjAi@n@Uv@c@XGt@g@jAi@XUXKz@U\Ot@Kv@a@b@GdAIl@@lAE\VBp@K~BAhABjCA~CDrBE`A@`BBv@CnABpBGvB@jGBzAAhAD~CExB@bAIB_@]aAyAYOa@AkCH_AGuB?c@Ci@?QEcAGu@]g@a@OW_@cAMk@OcA]cA_@_AM{@Ye@}@cCEW@c@Ei@Uy@AYFiF?UIi@KYoCkBc@AM@ZGz@A@@?FUHQBc@OMQ,2,0.0,298.6,285.2,,,
122,2,Afternoon Run,2785.4,895,895,18.3,Run,Run,5363663497,2021-05-26T18:06:28Z,2021-05-26T13:06:28Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,8,0,1,0,False,False,False,False,everyone,False,g7318269,"[44.744488, -93.129768]","[44.745529, -93.130689]",3.112,4.3,True,161.0,173.0,False,True,5712242394.0,5712242394,58154933-4FAF-4D50-9A57-32097022B74C,False,0,0,False,20.0,50715143,1,a5363663497,_dbpG`llwPW^ODOBKAUIUCi@?[CY@[Eu@BIEo@}@E_@EeACc@Os@KI[Ba@Jy@DGBM?QFS?IGi@@ODK?USYEKGo@U}BcAm@QI?}@PEFUHa@DWCo@UgA?_@JKLM^[l@Kp@WlAe@fAo@zBq@xAg@zAWdBEx@FdCLfC\rE@l@RnDFh@R`A`@hATf@LTb@l@x@z@HBJEh@o@P]N_A\o@VQZGJ@RHHFJR\l@HFVFJCfAkALGVGXCJ?FABKIi@Qe@Ie@[q@Ko@?QH]JG`@AXGJ?ZHj@BNHVVZ@PEJI\c@x@k@HCn@IZGn@AJCBQ?qFCsAIg@Ru@DYNc@JSV[JGNAz@?LGBI?Y?qB,2,0.0,300.0,283.4,,,
123,2,Lunch Run,2682.9,769,1256,10.0,Run,Run,5362626899,2021-05-26T17:10:27Z,2021-05-26T12:10:27Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,8,0,1,0,False,False,False,False,everyone,False,g7318269,"[44.744727, -93.129344]","[44.745242, -93.129096]",3.489,5.9,True,163.3,174.0,False,True,5711170156.0,5711170156,299E47D5-51EE-42CF-BD86-7B628EB9D7ED,False,0,0,False,18.0,50715143,1,a5362626899,oebpGlilwPTf@HCFBb@DFCCcDDuACqA?WHMVK\AP@`@Jx@?REh@Yn@U\UpB_AdBaAVCz@YZO`@Il@]NG`AM^A^Gp@?l@D^?NDFLEpEEtABhCEfCBlBAp@Dv@CjABn@CxABxAC`ABjAEhABn@?bDEfBH|ACtDBZ@n@APGLaBiB[S]E_B?eBIcA@w@I_A?}AOQG[UeAoAm@qAqAsEGk@GKUYUk@k@wBAk@[oACiA?m@FmCAm@SaA{B{B[AIECGx@?PEL?FFABe@Ru@A,2,0.0,298.6,285.2,,,
124,2,Afternoon Run,3871.6,1149,1834,29.6,Run,Run,5357973090,2021-05-25T20:28:31Z,2021-05-25T15:28:31Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,7,0,2,0,False,False,False,False,everyone,False,g7318269,"[44.74541, -93.12946]","[44.745097, -93.129126]",3.37,6.0,True,170.3,181.0,False,True,5706320465.0,5706320465,47CC009B-886B-4B62-A54D-E259678850AD,False,0,0,False,34.0,50715143,1,a5357973090,yibpGbjlwPD?WSPD`@Dp@BJCh@DJBj@ZPDFCDS?WC{@AgABmBEsAq@Io@CUFg@XO@a@OQQIOIYEe@EGMG]GSI_@U]Wi@U[SkA[a@Qi@WiA_@OC_@@_@K]MMCmADiAb@cAPu@ZUBOLIJa@r@g@b@OFO?KCQ@Mz@Kf@c@`FIXSf@Kp@_@v@Md@}@zBUb@_@lA]~AOvA@dAZpD@n@PpB@x@NdCRtCFf@\nAt@rAv@fAn@l@hAtANLj@r@pAhBxA|B`@x@`ApA`AvAhAnBPf@b@jBFHZK|@e@b@IJINQXw@H[?[Eo@@Ml@_AHUHc@T_EAQWwA@]FU?w@Mi@Im@ISC]?iACa@@OHWBMRc@HE?WH_AAm@JgDC}AFo@@s@EYKsCIo@@[Pe@TgAX[JGn@Ip@?DC@UAaA?yDjB_De@?KECGNILCx@?sAHGAHM|@BeA@CEDEfAAT@c@FYA,2,0.0,300.0,283.4,,,
125,2,Afternoon Run,766.9,303,303,10.7,Run,Run,5352695655,2021-05-24T22:28:12Z,2021-05-24T17:28:12Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,4,0,1,0,False,False,False,False,everyone,False,g7318269,"[44.746371, -93.131438]","[44.744645, -93.129902]",2.531,4.6,True,169.2,178.0,False,True,5700844550.0,5700844550,0EBC96EF-FEE5-4F43-ACEA-814DA396973B,False,0,0,False,9.0,50715143,1,a5352695655,yobpGnvlwPz@f@WHQVM`@UtAFR@N?h@FjB@xAEjAHTFANNJDDGXIVM`@CLGX_BHIRMFKBc@]yADa@Sw@FoA?e@QmA@_FAe@@c@LGJAN@~BCLB,2,0.0,290.4,283.4,,,
126,2,Afternoon Run,2003.4,783,1532,11.4,Run,Run,5352678383,2021-05-24T21:39:21Z,2021-05-24T16:39:21Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,5,0,1,0,False,False,False,False,everyone,False,g7318269,"[44.744756, -93.129386]","[44.744758, -93.129258]",2.559,5.5,True,164.0,180.0,False,True,5700826662.0,5700826662,05D018F0-E157-4311-94FC-FD369A16DAC8,False,0,0,False,14.0,50715143,1,a5352678383,uebpGtilwPn@v@@LMl@OHM@e@ImBAK@GN@tBAxACrAEP]GO@s@NYNq@t@QHmAVsBIm@@]EcBJe@G_AA_@J]R_@Lo@LWPAVHbBBRX`ALpAXz@n@~@\TPDZBHA\Mh@@z@NPHPD^BXIn@o@`@QPGh@Cb@Ij@?BKBc@H_AD{AGu@AwAGm@@YVkANc@HKl@Y`@C\?LEB{AE}ABoBNOLCx@?\B`A?LEDIDW{BsDU?zAt@@Y@EAr@EFA`@?IFFA[@B,2,0.0,290.4,283.4,,,
127,2,Morning Run,9037.8,2628,2670,66.9,Run,Run,5339425949,2021-05-22T14:05:51Z,2021-05-22T09:05:51Z,(GMT-06:00) America/Chicago,-18000.0,,,,0,13,0,1,0,False,False,False,False,everyone,False,g7318269,"[44.74444, -93.131941]","[44.744615, -93.132304]",3.439,8.9,True,168.0,186.0,False,True,5686987401.0,5686987401,5E1EA102-BF63-4DD6-B811-0740878C2E22,False,0,0,False,76.0,50715143,1,a5339425949,wcbpGtylwPJKDYAuHL{BAoGEuAEEqA[OFm@f@_@CME[WKSO{@IKQIy@Uw@i@k@S[QK?m@Ym@Qc@QOKy@Uo@ESGc@UOAeAHeA`@Q@y@LuAj@ONu@lAIJMFM@k@KGVMbCc@tD[hAYr@m@lBw@jBUx@Sb@i@tBIlAA~@F`Af@hHDjBNzA@bAPfBb@tAZn@b@p@~@`AFBBF?BeAtBUVWT[Jk@FICaAW_@S_@Ei@C_AN[Pq@p@OJk@RO@a@C]G{@_@iA[]EU@q@Pq@^u@VcAP_A@w@Fq@N_@Rg@f@Uf@Mf@Ih@Qh@Q|@M~@Ej@?nES~@IRWXq@f@WZk@z@Wz@Q~@OpAKtACbAN~ALh@\~@V`@hAxAj@x@Rb@Nh@H~@@`AK`CQnAEl@?\KhBAlAJj@ZjAHd@Xz@J@~@m@PKxA_@f@]VUV]RKfAS^F^Nt@d@xBpBn@ZJ@J?z@K|@k@h@UlAIZBb@AbAL`@?b@CZBHEPCr@Fj@CHGCi@IYCW?aACODk@Ai@JkAHe@DgAFa@?oADc@BgABOBq@DY@{@RaA@YCk@@mAMwABe@CI@[HS?FCo@RON?XBNF`@DTIXETD^@n@JHDPBPFPNn@\NLADTV@Pz@x@NHVXHNZVNTNLVFJ?`@DFABi@GcDD}@EqBBeCEqA?uBI_CIi@S}@Si@g@_Ae@o@a@aAmDoF_@a@e@s@e@{@kAuAmA}A}@_Aa@k@Sa@e@q@e@aBW}BIcAAaBEaAQuAAi@YiEAaBJmBBYNi@t@sBdBmEr@}B@QT_AFiAPiBPkAHWHEd@DRKfAsAp@]|@UvAS^Oz@E\@^Dp@Vj@Br@ZrC`A|@^jAv@^J\NNPFLHl@V^PJRFLAl@a@JGR?`AVPL@lLGxB@~BAp@C^Kt@Qh@]TpArDVd@BHEDe@kAw@aCCS@_@D[DOFIFA@LK\EXALBPp@hBRz@Vj@AHEDKk@a@cAg@{AQ_@,2,0.0,303.6,276.9,,,
